MsgID.LOCAL_POSITION,21.5160000,-0.0538853,0.2917331,-0.2056863
MsgID.LOCAL_VELOCITY,21.5160000,0.0000140,-0.0000085,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.7670000,-0.0153673,0.1844293,-0.2068161
MsgID.LOCAL_VELOCITY,21.7670000,0.0000080,-0.0000272,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924803,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924799,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.0160000,-0.0556688,0.2981774,-0.1868611
MsgID.LOCAL_VELOCITY,22.0160000,-0.0000037,0.0000038,0.0000176
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924799,0.1510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.2660000,-0.0552927,0.4465274,-0.1514711
MsgID.LOCAL_VELOCITY,22.2660000,-0.0000017,-0.0000025,0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924808,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.5170000,0.0405447,0.3237917,-0.1069870
MsgID.LOCAL_VELOCITY,22.5170000,0.0000309,-0.0000258,0.0000207
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924806,0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.7670000,0.0178990,0.2942581,-0.0593573
